1525726012.305630, /muse/annotation, '{"annotation_type": "recorder_info", "libmuse_version": "6.31.0 API Version 9", "recorder_key": "InteraXon", "recorder_name": "com.interaxon.musedirect", "recorder_version": "6"}', 'JSON', '', '', ''
1525726012.317410, /muse/device, '{"processor_speed": "Unknown", "hardware_model_id": "iPhone9,3", "time_zone_offset_seconds": 7200, "time_zone": "CEST", "number_of_processors": 2, "os_version": "11.3.1", "bluetooth_version": "4.2", "memory_size": "2099MB", "hardware_model_name": "iPhone 7", "processor_name": "ARM64 V8", "os_type": "iOS"}'
1525726012.317992, /muse/config, '{"drlref_conversion_factor": 0, "acc_sample_frequency_hz": 52, "battery_percent_remaining": 8000, "eeg_downsample": 4294967295, "notch_frequency_hz": 0, "eeg_locations": [], "eeg_units": 1, "eeg_output_frequency_hz": 256, "eeg_conversion_factor": 0, "eeg_channel_layout": "TP9 FP1 FP2 TP10", "acc_data_enabled": true, "eeg_sample_frequency_hz": 4294967295, "mac_addr": "0055DAB07391", "preset": "21", "drlref_sample_frequency_hz": 16, "serial_number": "2041-YDHY-7391", "filters_enabled": false, "battery_millivolts": 0, "acc_units": 1, "battery_data_enabled": true, "afe_gain": 2000.0, "compression_enabled": false, "eeg_channel_count": 4, "error_data_enabled": false, "acc_conversion_factor": 0, "eeg_samples_bitwidth": 16, "drlref_data_enabled": true}'
1525726012.305153, /muse/eeg, 
1525726012.318043, /muse/eeg, 
1525726012.318064, /muse/eeg, 
1525726012.305077, /muse/eeg, 816.336975098, 857.838806152, 834.065917969, 778.864440918, nan, nan
1525726012.318096, /muse/eeg, 
1525726012.318103, /muse/eeg, 
1525726012.318108, /muse/eeg, 
1525726012.318080, /muse/eeg, 812.307678223, 830.439575195, 823.58972168, 752.271057129, nan, nan
1525726012.318127, /muse/eeg, 
1525726012.318134, /muse/eeg, 
1525726012.318141, /muse/eeg, 
1525726012.318119, /muse/eeg, 800.219787598, 818.754577637, 875.164855957, 772.417602539, nan, nan
1525726012.318160, /muse/eeg, 
1525726012.318166, /muse/eeg, 
1525726012.318172, /muse/eeg, 
1525726012.318151, /muse/eeg, 804.652038574, 824.395629883, 913.846130371, 808.278381348, nan, nan
1525726012.318189, /muse/eeg, 
1525726012.318197, /muse/eeg, 
1525726012.318202, /muse/eeg, 
1525726012.318181, /muse/eeg, 823.992675781, 831.648376465, 911.428588867, 834.46887207, nan, nan
1525726012.318220, /muse/eeg, 
1525726012.318226, /muse/eeg, 
1525726012.318231, /muse/eeg, 
1525726012.318212, /muse/eeg, 804.249084473, 823.58972168, 859.85345459, 778.05859375, nan, nan
1525726012.318249, /muse/eeg, 
1525726012.318255, /muse/eeg, 
1525726012.318260, /muse/eeg, 
1525726012.318240, /muse/eeg, 786.520141602, 818.351623535, 838.498168945, 727.289367676, nan, nan
1525726012.318278, /muse/eeg, 
1525726012.318284, /muse/eeg, 
1525726012.318288, /muse/eeg, 
1525726012.318269, /muse/eeg, 808.681335449, 832.454223633, 881.611694336, 763.553100586, nan, nan
1525726012.318306, /muse/eeg, 
1525726012.318314, /muse/eeg, 
1525726012.318319, /muse/eeg, 
1525726012.318298, /muse/eeg, 843.333312988, 844.945068359, 930.769226074, 831.648376465, nan, nan
1525726012.318337, /muse/eeg, 
1525726012.318342, /muse/eeg, 
1525726012.318347, /muse/eeg, 
1525726012.318329, /muse/eeg, 853.003662109, 850.58605957, 927.545776367, 850.58605957, nan, nan
1525726012.318366, /muse/eeg, 
1525726012.318371, /muse/eeg, 
1525726012.318376, /muse/eeg, 
1525726012.318358, /muse/eeg, 827.216125488, 840.915771484, 868.717956543, 796.190490723, nan, nan
1525726012.318394, /muse/eeg, 
1525726012.318399, /muse/eeg, 
1525726012.318404, /muse/eeg, 
1525726012.318386, /muse/eeg, 797.802185059, 832.051269531, 836.886474609, 742.600708008, nan, nan
1525726012.339505, /muse/eeg, 
1525726012.339539, /muse/eeg, 
1525726012.339545, /muse/eeg, 
1525726012.339552, /muse/acc, 0.713500976562, -0.05615234375, 0.690002441406
1525726012.339562, /muse/acc, 0.715759277344, -0.0562744140625, 0.690246582031
1525726012.339567, /muse/acc, 0.716064453125, -0.056884765625, 0.691589355469
1525726012.381818, /muse/eeg, 
1525726012.381852, /muse/eeg, 
1525726012.381858, /muse/eeg, 
1525726012.381798, /muse/eeg, 807.47253418, 844.542114258, 865.494506836, 759.523803711, nan, nan
1525726012.381874, /muse/eeg, 
1525726012.381879, /muse/eeg, 
1525726012.381884, /muse/eeg, 
1525726012.381868, /muse/eeg, 844.139221191, 865.494506836, 912.637390137, 831.245422363, nan, nan
1525726012.381899, /muse/eeg, 
1525726012.381904, /muse/eeg, 
1525726012.381908, /muse/eeg, 
1525726012.381893, /muse/eeg, 852.600708008, 883.626403809, 919.890136719, 860.256408691, nan, nan
1525726012.381923, /muse/eeg, 
1525726012.381928, /muse/eeg, 
1525726012.381933, /muse/eeg, 
1525726012.381917, /muse/eeg, 833.260070801, 881.20880127, 876.776550293, 811.501831055, nan, nan
1525726012.381946, /muse/eeg, 
1525726012.381951, /muse/eeg, 
1525726012.381956, /muse/eeg, 
1525726012.381941, /muse/eeg, 808.681335449, 846.959716797, 846.153869629, 752.271057129, nan, nan
1525726012.381970, /muse/eeg, 
1525726012.381975, /muse/eeg, 
1525726012.381980, /muse/eeg, 
1525726012.381964, /muse/eeg, 807.47253418, 830.842468262, 866.300354004, 753.076904297, nan, nan
1525726012.381994, /muse/eeg, 
1525726012.381999, /muse/eeg, 
1525726012.382004, /muse/eeg, 
1525726012.381988, /muse/eeg, 844.139221191, 854.615356445, 923.113525391, 820.366271973, nan, nan
1525726012.382017, /muse/eeg, 
1525726012.382022, /muse/eeg, 
1525726012.382026, /muse/eeg, 
1525726012.382012, /muse/eeg, 864.285705566, 877.985351562, 938.424926758, 867.106201172, nan, nan
1525726012.382040, /muse/eeg, 
1525726012.382045, /muse/eeg, 
1525726012.382049, /muse/eeg, 
1525726012.382034, /muse/eeg, 828.827819824, 871.135559082, 884.029296875, 825.604370117, nan, nan
1525726012.382062, /muse/eeg, 
1525726012.382067, /muse/eeg, 
